     Index              y_true              y_pred        descriptor_1        descriptor_2
      1596   -0.1678381550E+01   -0.1709714059E+01    0.2018925329E+01   -0.2880772792E+02
      1597   -0.1567161751E+01   -0.1632633128E+01    0.2000468395E+01   -0.1088853179E+02
      1598   -0.1937042362E+01   -0.1779746393E+01    0.1927242786E+01   -0.7315576944E+02
      1599   -0.1047928987E+01   -0.1366141471E+01    0.1701657696E+01   -0.9754775590E+01
      1600   -0.1430141864E+01   -0.1351999427E+01    0.1715648449E+01   -0.1969935230E+01
      1601   -0.2156710626E+01   -0.2292915014E+01    0.2368794099E+01   -0.1099801557E+03
      1602   -0.2510044693E+01   -0.1948041772E+01    0.1947007795E+01   -0.1175938133E+03
      1603   -0.2477758882E+01   -0.2393569416E+01    0.2354605544E+01   -0.1432890736E+03
      1604   -0.1696347059E+01   -0.1590535700E+01    0.1769488317E+01   -0.5827123910E+02
      1605   -0.1977020593E+01   -0.2096153567E+01    0.1973546596E+01   -0.1543358921E+03
      1606   -0.1977174415E+01   -0.2098594148E+01    0.1976615505E+01   -0.1542602641E+03
      1607   -0.1622757999E+01   -0.1792305735E+01    0.2168872930E+01   -0.1431955253E+02
      1608   -0.2053457284E+01   -0.2053594006E+01    0.2030753266E+01   -0.1269993971E+03
      1609   -0.2410633498E+01   -0.2197189489E+01    0.1912074617E+01   -0.1999941611E+03
      1610   -0.2268629726E+01   -0.1609993272E+01    0.1946277731E+01   -0.1824702279E+02
      1611   -0.1642231769E+01   -0.2173127634E+01    0.2246278526E+01   -0.1064169007E+03
      1612   -0.1642128512E+01   -0.2173155153E+01    0.2246246273E+01   -0.1064333506E+03
      1613   -0.1616498080E+01   -0.2171079098E+01    0.2241801108E+01   -0.1069724874E+03
      1614   -0.1733454349E+01   -0.1832941989E+01    0.1897306915E+01   -0.9656624084E+02
      1615   -0.2519269005E+01   -0.2560903380E+01    0.2356078990E+01   -0.1921779181E+03
      1616   -0.1527353252E+01   -0.1598209044E+01    0.1756077962E+01   -0.6400121368E+02
      1617   -0.2391246184E+01   -0.2410536803E+01    0.2210784676E+01   -0.1855060281E+03
      1618   -0.2328818994E+01   -0.2158315946E+01    0.2346717943E+01   -0.7606185458E+02
      1619   -0.2839741440E+01   -0.2353622602E+01    0.2100501967E+01   -0.1972894056E+03
      1620   -0.2775681363E+01   -0.2343249819E+01    0.2093873043E+01   -0.1959507958E+03
      1621   -0.2842017607E+01   -0.2351839574E+01    0.2098581507E+01   -0.1972614247E+03
      1622   -0.1361185599E+01   -0.1060924761E+01    0.1365854641E+01   -0.6792403965E+01
      1623   -0.2402445592E+01   -0.1819222946E+01    0.2207103327E+01   -0.1235103443E+02
      1624   -0.2316428586E+01   -0.2777537746E+01    0.2214662700E+01   -0.2925629418E+03
      1625   -0.2243295397E+01   -0.2059077208E+01    0.2251189187E+01   -0.7156476074E+02
      1626   -0.2461833306E+01   -0.2280590027E+01    0.2221739582E+01   -0.1444090731E+03
      1627   -0.2748902558E+00   -0.4631469102E+00    0.4577056060E+00   -0.6581163110E+02
      1628   -0.2361316943E+01   -0.2108077695E+01    0.2100993154E+01   -0.1248635119E+03
      1629   -0.1752719883E+01   -0.2124325612E+01    0.2569747248E+01   -0.8333373322E+01
      1630   -0.2223509479E+01   -0.1952007705E+01    0.2285752482E+01   -0.3109395580E+02
      1631   -0.2455571597E+01   -0.2700446938E+01    0.3051810367E+01   -0.5320917877E+02
      1632   -0.2463525192E+01   -0.2087271971E+01    0.2002332796E+01   -0.1442708673E+03
      1633   -0.2234762217E+01   -0.2538249996E+01    0.2032980768E+01   -0.2691260753E+03
      1634   -0.2232272285E+01   -0.2541977179E+01    0.2036062197E+01   -0.2694260369E+03
      1635   -0.1552428141E+01   -0.1678353524E+01    0.1627538655E+01   -0.1208652790E+03
      1636   -0.2595331801E+01   -0.2665398491E+01    0.2370873099E+01   -0.2191169487E+03
      1637   -0.3219961236E+01   -0.3106911806E+01    0.2101278833E+01   -0.4188884552E+03
      1638   -0.3172219613E+01   -0.3108934403E+01    0.2104210632E+01   -0.4187252394E+03
      1639   -0.1496864904E+01   -0.1233995908E+01    0.1573406305E+01   -0.4037188056E+01
      1640   -0.1235199922E+01   -0.1349903463E+01    0.1115760781E+01   -0.1566045565E+03
      1641   -0.1240351207E+01   -0.1122931788E+01    0.8557842609E+00   -0.1570568097E+03
      1642   -0.2855900676E+01   -0.2823404559E+01    0.2814298965E+01   -0.1508813676E+03
      1643   -0.1967277644E+01   -0.2217401173E+01    0.1867422841E+01   -0.2175012748E+03
      1644   -0.2620465662E+01   -0.1831442016E+01    0.1596753668E+01   -0.1739081831E+03
      1645   -0.3005498525E+01   -0.2441869340E+01    0.2520644718E+01   -0.1145394387E+03
      1646   -0.1252226808E+00   -0.6713979713E+00    0.7989350873E+00   -0.3881886062E+02
      1647   -0.1474512522E+01   -0.1963338161E+01    0.1909398002E+01   -0.1318311817E+03
      1648   -0.2011180753E+01   -0.2045729545E+01    0.2033375537E+01   -0.1240051209E+03
      1649   -0.9225262836E+00   -0.1340920187E+01    0.1710655198E+01    0.0000000000E+00
      1650   -0.3159174444E+01   -0.2830382372E+01    0.2981977068E+01   -0.1095406039E+03
      1651   -0.1837717360E+01   -0.1782437147E+01    0.1861198818E+01   -0.9104031131E+02
      1652   -0.2717461932E+01   -0.2635644682E+01    0.2985286723E+01   -0.5134507365E+02
      1653   -0.3332244239E+01   -0.2970049990E+01    0.3238417260E+01   -0.8429756203E+02
      1654   -0.8015308844E+00   -0.1172562128E+01    0.1480283947E+01   -0.1004868846E+02
      1655   -0.1659611422E+01   -0.1404232577E+01    0.1606644725E+01   -0.4555989195E+02
      1656   -0.1698830994E+01   -0.2358575682E+01    0.2364288267E+01   -0.1304795406E+03
      1657   -0.1514753557E+01   -0.1779375170E+01    0.1958072453E+01   -0.6506770503E+02
      1658   -0.1558522740E+01   -0.1505406928E+01    0.1742390107E+01   -0.4021879362E+02
      1659   -0.2713079122E+01   -0.2242569832E+01    0.1984637904E+01   -0.1945765681E+03
      1660   -0.2075178935E+01   -0.1854918135E+01    0.1617494432E+01   -0.1754528039E+03
      1661   -0.1640972082E+01   -0.2398005008E+01    0.1923256943E+01   -0.2562287158E+03
      1662   -0.1664338231E+01   -0.2404127164E+01    0.1920342962E+01   -0.2587854790E+03
      1663   -0.2197602827E+01   -0.2123964745E+01    0.2595828777E+01   -0.1477183059E+01
      1664   -0.1408131194E+01   -0.1533758227E+01    0.1825625744E+01   -0.2702511295E+02
      1665   -0.2717737720E+01   -0.2308297530E+01    0.2544075822E+01   -0.6914626367E+02
      1666   -0.2755800686E+01   -0.2672371004E+01    0.3113876780E+01   -0.2887956627E+02
      1667   -0.2806392325E+01   -0.2551916821E+01    0.2488820129E+01   -0.1551783051E+03
      1668   -0.1791179820E+01   -0.1247701653E+01    0.1595043688E+01   -0.2472952613E+01
      1669   -0.2523171429E+01   -0.2874866962E+01    0.2265853408E+01   -0.3079725406E+03
      1670   -0.2486812191E+01   -0.2159531997E+01    0.2320477149E+01   -0.8321106519E+02
      1671   -0.2112640714E+01   -0.1926694446E+01    0.1972879959E+01   -0.1046125083E+03
      1672   -0.2416427876E+01   -0.2114324795E+01    0.2278227902E+01   -0.8083432261E+02
      1673   -0.2372589606E+01   -0.2059587121E+01    0.2270688719E+01   -0.6666839457E+02
      1674   -0.2110472352E+01   -0.1987977193E+01    0.2251774464E+01   -0.5047844769E+02
      1675   -0.2053650469E+01   -0.1974370479E+01    0.2254684626E+01   -0.4571890346E+02
      1676   -0.2385049615E+01   -0.2117837409E+01    0.2289684505E+01   -0.7890359966E+02
      1677   -0.2015712996E+00   -0.1092568448E+00    0.2764907512E+00   -0.8510130416E+01
      1678   -0.2293296809E+01   -0.2439688756E+01    0.1704086496E+01   -0.3252237848E+03
      1679   -0.1659621343E+01   -0.1404200194E+01    0.1606635115E+01   -0.4555284437E+02
      1680   -0.1235452462E+01   -0.1352519019E+01    0.1119125438E+01   -0.1565039086E+03
      1681   -0.2947711221E+01   -0.2595989723E+01    0.2209919444E+01   -0.2403351103E+03
      1682   -0.1712586426E+01   -0.1648875040E+01    0.1896676459E+01   -0.4253233275E+02
      1683   -0.1621092610E+01   -0.1650531613E+01    0.1898417238E+01   -0.4256958177E+02
      1684   -0.1260405623E+01   -0.1628168466E+01    0.1915327750E+01   -0.3160846440E+02
      1685   -0.1299221473E+01   -0.1618026914E+01    0.1906963076E+01   -0.3078715315E+02
      1686   -0.2010523525E+01   -0.2488220937E+01    0.1968976373E+01   -0.2709598370E+03
      1687   -0.2090780304E+01   -0.2417339011E+01    0.2101963350E+01   -0.2156719952E+03
      1688   -0.1193643629E+01   -0.1327157739E+01    0.1679469142E+01   -0.4018749751E+01
      1689   -0.1152437059E+01   -0.1336158465E+01    0.1689898449E+01   -0.3969823807E+01
      1690   -0.2000872576E+01   -0.1738372872E+01    0.1942447572E+01   -0.5703864055E+02
      1691   -0.3515888165E+01   -0.2940049380E+01    0.2783119792E+01   -0.1932957344E+03
      1692   -0.2921875536E+01   -0.2684539298E+01    0.2390414348E+01   -0.2196955071E+03
      1693   -0.1369362950E+01   -0.1683686652E+01    0.1988513335E+01   -0.2901482815E+02
      1694   -0.1100202608E+01   -0.1419491265E+01    0.1694202113E+01   -0.2739271960E+02
      1695   -0.8832471742E+00   -0.1271713063E+01    0.1614656641E+01   -0.4467064658E+01
      1696   -0.9320133392E+00   -0.1071232758E+01    0.1298961093E+01   -0.2713965589E+02
      1697   -0.8297065583E+00   -0.9776810568E+00    0.1280233503E+01   -0.4440816823E+01
      1698   -0.5018855558E+00   -0.9183387668E+00    0.1229878072E+01    0.0000000000E+00
      1699   -0.2642453033E+01   -0.2489546785E+01    0.2904979333E+01   -0.2911135698E+02
      1700   -0.2715611803E+01   -0.2577645649E+01    0.2420296230E+01   -0.1804880372E+03
      1701   -0.1074864760E+01   -0.1509408829E+01    0.1498508044E+01   -0.1045141384E+03
      1702   -0.9772538391E+00   -0.1221269540E+01    0.1506484814E+01   -0.1760938361E+02
      1703   -0.1784350248E+01   -0.1738595435E+01    0.1889154806E+01   -0.7089641427E+02
      1704   -0.8416884320E+00   -0.9068650303E+00    0.8904083550E+00   -0.8447688235E+02
      1705   -0.3076134049E+01   -0.2787405660E+01    0.2732316223E+01   -0.1614990213E+03
      1706   -0.2179696618E+01   -0.2286084047E+01    0.1794260011E+01   -0.2566590510E+03
      1707   -0.2160138544E+01   -0.2288187633E+01    0.1784612452E+01   -0.2597752368E+03
      1708   -0.1163994132E+01   -0.9534610927E+00    0.1254601229E+01   -0.3943106305E+01
      1709   -0.5578265646E+00   -0.7009923608E+00    0.8895193217E+00   -0.2408937107E+02
      1710   -0.2230228363E+01   -0.2027878799E+01    0.2106909721E+01   -0.9971835967E+02
      1711   -0.1680050807E+01   -0.1455301601E+01    0.1636451919E+01   -0.5288262270E+02
      1712   -0.2044777685E+01   -0.1595420521E+01    0.1795374469E+01   -0.5301016420E+02
      1713   -0.1866009505E+01   -0.1629055484E+01    0.1568717798E+01   -0.1215727768E+03
      1714   -0.1349639565E+01   -0.1494493041E+01    0.1755831244E+01   -0.3352670028E+02
      1715   -0.1439110231E+01   -0.1834310974E+01    0.2109004446E+01   -0.4218171254E+02
      1716   -0.1204118694E+01   -0.1580565309E+01    0.1497939173E+01   -0.1256128311E+03
      1717   -0.6539746825E+00   -0.6368655251E+00    0.8043098363E+00   -0.2726005992E+02
      1718   -0.6545357212E+00   -0.6361367320E+00    0.8034460082E+00   -0.2726903240E+02
      1719   -0.8475922169E+00   -0.9203207341E+00    0.1041699920E+01   -0.4928434179E+02
      1720   -0.5841711231E+00   -0.6817097146E+00    0.9327774907E+00   -0.7216472770E+01
      1721   -0.3337576818E+01   -0.3235524106E+01    0.3365793203E+01   -0.1294992642E+03
      1722   -0.3362354624E+01   -0.3240505990E+01    0.3367416130E+01   -0.1305461251E+03
      1723   -0.3355175785E+01   -0.3246054478E+01    0.3368556878E+01   -0.1318846069E+03
      1724   -0.3342270438E+01   -0.3250440942E+01    0.3367065775E+01   -0.1335620664E+03
      1725   -0.2496844592E+01   -0.2822632091E+01    0.2072726378E+01   -0.3425739357E+03
      1726   -0.2608746548E+01   -0.2849451049E+01    0.2063543698E+01   -0.3528470581E+03
      1727   -0.1775443062E+01   -0.1661413327E+01    0.1861296157E+01   -0.5538060439E+02
      1728   -0.2080932794E+01   -0.1687018731E+01    0.1835066047E+01   -0.6970830384E+02
      1729   -0.1081791600E+01   -0.1417300327E+01    0.1597755854E+01   -0.5170804070E+02
      1730   -0.2702141494E+01   -0.2183789319E+01    0.2388550630E+01   -0.7273593227E+02
      1731   -0.1198478310E+01   -0.1771965203E+01    0.2025577122E+01   -0.4541559626E+02
      1732   -0.2150044272E+01   -0.2358326971E+01    0.2860611038E+01   -0.1957287161E+01
      1733   -0.2534506502E+01   -0.2145733772E+01    0.2548606784E+01   -0.2010801975E+02
      1734   -0.1008672798E+01   -0.1059689919E+01    0.1216364518E+01   -0.4511706567E+02
      1735   -0.8041473254E+00   -0.7707177136E+00    0.8961275569E+00   -0.4290923438E+02
      1736   -0.1439103223E+01   -0.1834323231E+01    0.2109006384E+01   -0.4218482017E+02
      1737   -0.1481473317E+01   -0.1238840901E+01    0.1258422731E+01   -0.8698194478E+02
      1738   -0.2765170051E+01   -0.2578242671E+01    0.3029787496E+01   -0.2292663961E+02
      1739   -0.2514510573E+01   -0.2802277728E+01    0.3158330199E+01   -0.5562497672E+02
      1740   -0.2646464540E+01   -0.2988802356E+01    0.2486762152E+01   -0.2843484349E+03
      1741   -0.3460811064E+01   -0.3324825155E+01    0.3271291165E+01   -0.1802505170E+03
      1742   -0.3480620385E+01   -0.3323837208E+01    0.3273720504E+01   -0.1793309075E+03
      1743   -0.3488389588E+01   -0.2984356692E+01    0.2878963653E+01   -0.1815371509E+03
      1744   -0.3508031928E+01   -0.2982616248E+01    0.2880735068E+01   -0.1805662461E+03
      1745   -0.3246412244E+01   -0.2981253897E+01    0.3347597504E+01   -0.5934046583E+02
      1746   -0.2470534365E+01   -0.2206785800E+01    0.2414013602E+01   -0.7291721353E+02
      1747   -0.2756217341E+01   -0.2616494477E+01    0.3047704405E+01   -0.2955266311E+02
      1748   -0.7270782153E+00   -0.1279575908E+01    0.1640862906E+01    0.0000000000E+00
      1749   -0.1865206934E+01   -0.1773111870E+01    0.2023921910E+01   -0.4618159441E+02
      1750   -0.1025081336E+00   -0.4187284540E+00    0.6471084984E+00   -0.3715233155E+01
      1751   -0.7614888550E+00   -0.1227601415E+01    0.1283378459E+01   -0.7721398891E+02
      1752   -0.2853715946E+01   -0.2706390093E+01    0.2324673388E+01   -0.2431431541E+03
      1753   -0.2995250677E+01   -0.3247967829E+01    0.2467331924E+01   -0.3656862477E+03
      1754   -0.2263597496E+01   -0.2085185525E+01    0.1705358648E+01   -0.2205138515E+03
      1755   -0.7167027847E+00   -0.1130608522E+01    0.1260099708E+01   -0.5467976483E+02
      1756   -0.8850058217E+00   -0.7798677184E+00    0.1029003556E+01   -0.1121488851E+02
      1757   -0.1207737840E+01   -0.1745543254E+01    0.2025777343E+01   -0.3758404287E+02
      1758   -0.1097546083E+01   -0.1221276368E+01    0.1339000303E+01   -0.6095661802E+02
      1759   -0.3081562601E+01   -0.3074420242E+01    0.2326050289E+01   -0.3511504038E+03
      1760   -0.1624538479E+01   -0.2234093242E+01    0.1658083186E+01   -0.2765935172E+03
      1761   -0.1422852088E+01   -0.1932765936E+01    0.1846731480E+01   -0.1390476127E+03
      1762   -0.1077559170E+01   -0.1261292064E+01    0.1126484458E+01   -0.1277383219E+03
      1763   -0.1050944232E+01   -0.1277781254E+01    0.1066654883E+01   -0.1480774119E+03
      1764   -0.8247561733E+00   -0.7800804863E+00    0.1026635365E+01   -0.1189042747E+02
      1765   -0.9160311825E+00   -0.1476768871E+01    0.8862145597E+00   -0.2533659627E+03
      1766   -0.1454668112E+01   -0.1771244607E+01    0.2116025465E+01   -0.2179526553E+02
      1767   -0.7960356771E+00   -0.1004219351E+01    0.1302738310E+01   -0.6430534233E+01
      1768   -0.2402533354E+01   -0.1820177145E+01    0.2208212421E+01   -0.1234495563E+02
      1769   -0.1361165809E+01   -0.1060791298E+01    0.1365695038E+01   -0.6794412073E+01
      1770   -0.2159143054E+01   -0.2090930256E+01    0.2501299389E+01   -0.1621477354E+02
      1771   -0.2338602198E+01   -0.2180442289E+01    0.2605052053E+01   -0.1571955670E+02
      1772   -0.1693482599E+01   -0.1870470344E+01    0.2250988943E+01   -0.1608277080E+02
      1773   -0.1669451048E+01   -0.1882169821E+01    0.2265735571E+01   -0.1571114234E+02
      1774   -0.2386716435E+01   -0.2407915282E+01    0.2140973858E+01   -0.2028012782E+03
      1775   -0.1497383742E+01   -0.1604902229E+01    0.1397097759E+01   -0.1588765445E+03
      1776   -0.1399737949E+01   -0.1459450424E+01    0.1156296691E+01   -0.1783690511E+03
      1777   -0.1399442914E+01   -0.1459777461E+01    0.1156597311E+01   -0.1783875437E+03
      1778   -0.1975960128E+01   -0.1821393497E+01    0.2075096317E+01   -0.4715373370E+02
      1779   -0.2637510151E+01   -0.2601249622E+01    0.2949934859E+01   -0.5036682933E+02
      1780   -0.7137360734E+00   -0.1558466367E+01    0.1820959381E+01   -0.3550789228E+02
      1781   -0.4251639005E+00   -0.7397321113E+00    0.8559986055E+00   -0.4417119493E+02
      1782   -0.6475289643E+00   -0.6864879792E+00    0.8119314536E+00   -0.3989851755E+02
      1783   -0.2846807508E+00   -0.4369329624E+00    0.6583333009E+00   -0.6170413543E+01
      1784   -0.2356973241E+01   -0.2286032690E+01    0.2321969011E+01   -0.1200721071E+03
      1785   -0.1543842859E+01   -0.1372270235E+01    0.1169656321E+01   -0.1492420366E+03
      1786   -0.2043210412E+01   -0.1858668580E+01    0.2139685036E+01   -0.4141343964E+02
      1787   -0.1640204491E+01   -0.1944104160E+01    0.2380298298E+01   -0.4298230230E+01
      1788   -0.2305077961E+01   -0.1971321023E+01    0.2364035321E+01   -0.1652090336E+02
      1789   -0.1389767207E+01   -0.1568375785E+01    0.1959620824E+01   -0.2539868965E+01
      1790   -0.3517011941E+01   -0.2755351212E+01    0.2985415129E+01   -0.8655849198E+02
      1791   -0.3076949497E+01   -0.2489905404E+01    0.2701852003E+01   -0.8178658457E+02
      1792   -0.4882117578E+00   -0.1279026703E+00    0.3182358441E+00   -0.3196559622E+01
      1793   -0.9137213439E+00   -0.1078508597E+01    0.1255853094E+01   -0.4043837980E+02
      1794   -0.2748515049E+01   -0.2611377039E+01    0.3041376430E+01   -0.2968356224E+02
      1795   -0.1350321844E+01   -0.2008448000E+01    0.2192875252E+01   -0.7174911450E+02
      1796   -0.5797143235E+00   -0.1059760003E+01    0.1256973669E+01   -0.3462799672E+02
      1797   -0.1819221042E+01   -0.2351845238E+01    0.2269385831E+01   -0.1530586964E+03
      1798   -0.1858006155E+01   -0.2354007663E+01    0.2272124815E+01   -0.1529865525E+03
      1799   -0.1135999349E+01   -0.1689717576E+01    0.2102633615E+01   -0.1256099477E+01
      1800   -0.1173518815E+01   -0.1695518384E+01    0.2109238460E+01   -0.1254759046E+01
      1801   -0.2014521228E+01   -0.2335929131E+01    0.2285160926E+01   -0.1442897067E+03
      1802   -0.2059938928E+01   -0.2336330233E+01    0.2285259454E+01   -0.1443823088E+03
      1803   -0.1025183115E+01   -0.1385996125E+01    0.1437191197E+01   -0.8404512000E+02
      1804   -0.1328331424E+01   -0.1721995677E+01    0.2139625014E+01   -0.1186707935E+01
      1805   -0.8192486244E+00   -0.1357637456E+01    0.1456708247E+01   -0.7064409257E+02
      1806   -0.1297263514E+01   -0.1490834887E+01    0.1876757791E+01   -0.1153627014E+01
      1807   -0.8126012178E+00   -0.1220018374E+01    0.1305127877E+01   -0.6935244232E+02
      1808   -0.1302536163E+01   -0.1559543778E+01    0.1878540364E+01   -0.2092308935E+02
      1809   -0.3436964827E+00   -0.2610644608E+00    0.4708870358E+00   -0.2898665015E+01
      1810   -0.1194703225E+01   -0.1686347597E+01    0.1937032993E+01   -0.4312150664E+02
      1811   -0.1145307871E+01   -0.1585199936E+01    0.1905455568E+01   -0.2151165192E+02
      1812   -0.8873752061E+00   -0.9936959864E+00    0.1237724652E+01   -0.2015763704E+02
      1813   -0.2458459654E+01   -0.1651896633E+01    0.1882642638E+01   -0.4705398946E+02
      1814   -0.1791463692E+01   -0.2354219787E+01    0.2272149832E+01   -0.1530425362E+03
      1815   -0.2291076756E+01   -0.2341115755E+01    0.2422219721E+01   -0.1103458611E+03
      1816   -0.2575544274E+01   -0.2576109027E+01    0.2296913413E+01   -0.2119672352E+03
      1817   -0.1394953736E+01   -0.1528759385E+01    0.1891044104E+01   -0.8622880805E+01
      1818   -0.2736245148E+01   -0.2522071790E+01    0.2934415985E+01   -0.3106984341E+02
      1819   -0.3172410539E+01   -0.3232413969E+01    0.2381180966E+01   -0.3834025231E+03
      1820   -0.2183692227E+01   -0.1923006808E+01    0.2132772189E+01   -0.6214638118E+02
      1821   -0.1230004146E+01   -0.1437855965E+01    0.1464363808E+01   -0.9228253399E+02
      1822   -0.1903884027E+01   -0.1039535637E+01    0.1008323909E+01   -0.9302399372E+02
      1823   -0.1992138379E+01   -0.1698817324E+01    0.1656521619E+01   -0.1193898531E+03
      1824   -0.9599711881E+00   -0.1944703708E+01    0.2176573493E+01   -0.5719902490E+02
      1825   -0.2155824911E+01   -0.2270049825E+01    0.1477879470E+01   -0.3338176231E+03
      1826   -0.2188248069E+01   -0.2261984670E+01    0.1479916490E+01   -0.3309157179E+03
      1827   -0.1710903843E+01   -0.1648200634E+01    0.1686267857E+01   -0.9678779751E+02
      1828   -0.1952952034E+01   -0.2056812714E+01    0.2090631005E+01   -0.1124506786E+03
      1829   -0.3185098841E+01   -0.3362355817E+01    0.3121080687E+01   -0.2301758067E+03
      1830   -0.6014984775E+00   -0.5994799550E+00    0.8272121677E+00   -0.1032501658E+02
      1831   -0.2531099230E+01   -0.2543092911E+01    0.2265140984E+01   -0.2104686473E+03
      1832   -0.2502246281E+01   -0.2642290361E+01    0.3172142772E+01   -0.4943236857E+01
      1833   -0.2084297277E+01   -0.2028870685E+01    0.2268397630E+01   -0.5821711775E+02
      1834   -0.2513217360E+01   -0.2639212571E+01    0.3168363251E+01   -0.5015151151E+01
      1835   -0.2514039089E+01   -0.2638916047E+01    0.3167886788E+01   -0.5051151097E+01
      1836   -0.2598714223E+01   -0.2584433078E+01    0.2705302335E+01   -0.1087265668E+03
      1837   -0.2824353349E+01   -0.2991320420E+01    0.3297539954E+01   -0.7525943816E+02
      1838   -0.2803307363E+01   -0.2992766300E+01    0.3296424428E+01   -0.7597386580E+02
      1839   -0.1622648258E+01   -0.1596764901E+01    0.1985720458E+01   -0.4144200101E+01
      1840   -0.2269785827E+01   -0.1845163406E+01    0.1941534641E+01   -0.8871854422E+02
      1841   -0.1820781833E+01   -0.1578925347E+01    0.1746880452E+01   -0.6070360848E+02
      1842   -0.3018039039E+01   -0.2375657574E+01    0.2031604299E+01   -0.2216082426E+03
      1843   -0.1434098511E+01   -0.1645919990E+01    0.2023452264E+01   -0.8852487000E+01
      1844   -0.2678081022E+01   -0.2354653007E+01    0.2406826301E+01   -0.1183156373E+03
      1845   -0.2466919876E+01   -0.2449248243E+01    0.2510545717E+01   -0.1193257346E+03
      1846   -0.1432174127E+01   -0.1813053889E+01    0.1990175083E+01   -0.6667593472E+02
      1847   -0.2053961771E+01   -0.2188764900E+01    0.2480947180E+01   -0.5028859756E+02
      1848   -0.2088049566E+01   -0.2339717050E+01    0.2847001149E+01    0.0000000000E+00
      1849   -0.2280098529E+01   -0.2848073560E+01    0.3102313293E+01   -0.8360645342E+02
      1850   -0.7812060227E+00   -0.1845388534E+01    0.2083483767E+01   -0.5204820065E+02
      1851   -0.1488072273E+01   -0.1075485317E+01    0.1386626953E+01   -0.5703742337E+01
      1852   -0.1329561078E+01   -0.1379506047E+01    0.1598045987E+01   -0.4050472451E+02
      1853   -0.9835733413E+00   -0.1242740477E+01    0.1598954691E+01    0.0000000000E+00
      1854   -0.1305209200E+01   -0.1582780081E+01    0.1820679411E+01   -0.4273933153E+02
      1855   -0.1129383356E+01   -0.1150029511E+01    0.1398874897E+01   -0.2448291114E+02
      1856   -0.2484800280E+01   -0.2549375813E+01    0.2154980958E+01   -0.2408281663E+03
      1857   -0.1903242168E+01   -0.1910615702E+01    0.2345650342E+01   -0.3404755333E+01
      1858   -0.2311810969E+01   -0.1833660981E+01    0.1607474928E+01   -0.1717868631E+03
      1859   -0.1921604099E+01   -0.2197360689E+01    0.2654588514E+01   -0.7880941912E+01
      1860   -0.3094401228E+01   -0.3208190715E+01    0.2387317144E+01   -0.3746821244E+03
      1861   -0.1823648045E+01   -0.1961090237E+01    0.2416231829E+01    0.0000000000E+00
      1862   -0.1556443008E+01   -0.1121476701E+01    0.1460991102E+01    0.0000000000E+00
      1863   -0.1215988092E+01   -0.9301331297E+00    0.1243296693E+01    0.0000000000E+00
      1864   -0.2380868463E+01   -0.1994997671E+01    0.2364323390E+01   -0.2341775414E+02
      1865   -0.2461498785E+01   -0.3037182873E+01    0.2077061028E+01   -0.4046249189E+03
      1866   -0.1972118900E+01   -0.2098989199E+01    0.1975936833E+01   -0.1545522251E+03
      1867   -0.1454345977E+01   -0.1681563601E+01    0.2008144822E+01   -0.2330905641E+02
      1868   -0.1765681891E+01   -0.1281531437E+01    0.9778256877E+00   -0.1721707429E+03
      1869   -0.1954451643E+01   -0.2319014909E+01    0.2028026804E+01   -0.2058561146E+03
      1870   -0.1904707787E+01   -0.1824826255E+01    0.1965499868E+01   -0.7652819540E+02
      1871   -0.1663499306E+01   -0.1608537573E+01    0.1624561362E+01   -0.1010790467E+03
      1872   -0.2416532990E+01   -0.3016623675E+01    0.3160472810E+01   -0.1181829504E+03
      1873   -0.2397869015E+01   -0.3010672903E+01    0.3160472810E+01   -0.1164307923E+03
      1874   -0.2467653521E+01   -0.2011205993E+01    0.2383374490E+01   -0.2325971651E+02
      1875   -0.1072843291E+01   -0.1487679092E+01    0.1588871454E+01   -0.7472981173E+02
      1876   -0.1584356983E+01   -0.1466391798E+01    0.1715908247E+01   -0.3558463631E+02
      1877   -0.1400492393E+01   -0.1489463292E+01    0.1743597799E+01   -0.3521176253E+02
      1878   -0.1827908480E+01   -0.1449524009E+01    0.1834215371E+01    0.0000000000E+00
      1879   -0.2763779431E+01   -0.2613072170E+01    0.3052720884E+01   -0.2724671993E+02
      1880   -0.2313601235E+01   -0.2165045896E+01    0.2150314190E+01   -0.1288729998E+03
      1881   -0.2429348975E+01   -0.2195152105E+01    0.2191683977E+01   -0.1270309789E+03
      1882   -0.2745847730E+01   -0.2237315719E+01    0.2488614928E+01   -0.6259958195E+02
      1883   -0.2135549011E+01   -0.1909362753E+01    0.1814119556E+01   -0.1405967398E+03
      1884   -0.6014992162E+00   -0.5997113048E+00    0.8274765914E+00   -0.1032470248E+02
      1885   -0.1976781507E+01   -0.1774677766E+01    0.1973787378E+01   -0.5961754679E+02
      1886   -0.9589478417E+00   -0.1246457121E+01    0.1585720148E+01   -0.4519454922E+01
      1887   -0.7707396258E+00   -0.1839496203E+01    0.2230403905E+01   -0.1229011410E+02
      1888   -0.2579468552E+01   -0.2674186360E+01    0.2379633043E+01   -0.2194373822E+03
      1889   -0.2579458612E+01   -0.2674353032E+01    0.2379633037E+01   -0.2194864591E+03
      1890   -0.2579461590E+01   -0.2674278169E+01    0.2379633041E+01   -0.2194644153E+03
      1891   -0.2579457956E+01   -0.2674318173E+01    0.2379633043E+01   -0.2194761936E+03
      1892   -0.2479519936E+01   -0.1949291569E+01    0.1948596849E+01   -0.1175505567E+03
