     Index              y_true              y_pred        descriptor_1
      1595   -0.1039707794E+01   -0.1352167154E+01    0.3529554567E+01
      1596   -0.1678381550E+01   -0.2055366672E+01    0.6024483946E+01
      1597   -0.1567161751E+01   -0.1983914864E+01    0.5770975217E+01
      1598   -0.1937042362E+01   -0.1712160497E+01    0.4806799423E+01
      1599   -0.1047928987E+01   -0.1554524763E+01    0.4247512886E+01
      1600   -0.1430141864E+01   -0.1707861115E+01    0.4791545354E+01
      1601   -0.2156710626E+01   -0.2406146353E+01    0.7269039022E+01
      1602   -0.2510044693E+01   -0.1876082584E+01    0.5388389740E+01
      1603   -0.2477758882E+01   -0.2325751856E+01    0.6983801921E+01
      1604   -0.1696347059E+01   -0.1785322326E+01    0.5066375252E+01
      1605   -0.1977020593E+01   -0.1876166828E+01    0.5388688637E+01
      1606   -0.1977174415E+01   -0.1880894066E+01    0.5405460725E+01
      1607   -0.1622757999E+01   -0.1917298706E+01    0.5534623222E+01
      1608   -0.2053457284E+01   -0.1793391486E+01    0.5095004371E+01
      1609   -0.2410633498E+01   -0.1752485287E+01    0.4949870488E+01
      1610   -0.2268629726E+01   -0.1788158245E+01    0.5076437002E+01
      1611   -0.1642231769E+01   -0.2094110625E+01    0.6161946250E+01
      1612   -0.1642128512E+01   -0.2094060752E+01    0.6161769303E+01
      1613   -0.1616498080E+01   -0.2087193921E+01    0.6137406005E+01
      1614   -0.1733454349E+01   -0.1699031477E+01    0.4760218081E+01
      1615   -0.2519269005E+01   -0.2582929459E+01    0.7896259825E+01
      1616   -0.1527353252E+01   -0.1666186622E+01    0.4643685587E+01
      1617   -0.2391246184E+01   -0.2162454249E+01    0.6404427240E+01
      1618   -0.2328818994E+01   -0.2093922488E+01    0.6161278747E+01
      1619   -0.2839741440E+01   -0.1968802707E+01    0.5717357769E+01
      1620   -0.2775681363E+01   -0.1961759429E+01    0.5692368444E+01
      1621   -0.2842017607E+01   -0.1965857409E+01    0.5706907947E+01
      1622   -0.1361185599E+01   -0.1144351237E+01    0.2792230348E+01
      1623   -0.2402445592E+01   -0.1418391603E+01    0.3764516793E+01
      1624   -0.2316428586E+01   -0.2575849149E+01    0.7871139111E+01
      1625   -0.2243295397E+01   -0.2000259960E+01    0.5828967094E+01
      1626   -0.2461833306E+01   -0.2173066777E+01    0.6442080149E+01
      1627   -0.2748902558E+00   -0.4739433176E+00    0.4136445123E+00
      1628   -0.2361316943E+01   -0.1992388538E+01    0.5801039542E+01
      1629   -0.1752719883E+01   -0.2367866602E+01    0.7133223691E+01
      1630   -0.2223509479E+01   -0.2292877003E+01    0.6867162997E+01
      1631   -0.2455571597E+01   -0.3320932636E+01    0.1051467147E+02
      1632   -0.2463525192E+01   -0.2305405733E+01    0.6911614530E+01
      1633   -0.2234762217E+01   -0.2159932537E+01    0.6395480288E+01
      1634   -0.2232272285E+01   -0.2165401078E+01    0.6414882496E+01
      1635   -0.1552428141E+01   -0.1506842359E+01    0.4078337245E+01
      1636   -0.2595331801E+01   -0.2617330971E+01    0.8018315288E+01
      1637   -0.3219961236E+01   -0.2410074543E+01    0.7282976117E+01
      1638   -0.3172219613E+01   -0.2415806627E+01    0.7303313368E+01
      1639   -0.1496864904E+01   -0.1629357029E+01    0.4513015369E+01
      1640   -0.1235199922E+01   -0.1067157989E+01    0.2518351176E+01
      1641   -0.1240351207E+01   -0.9296940488E+00    0.2030633516E+01
      1642   -0.2855900676E+01   -0.2535784148E+01    0.7728989769E+01
      1643   -0.1967277644E+01   -0.1905672083E+01    0.5493372336E+01
      1644   -0.2620465662E+01   -0.1738865396E+01    0.4901547551E+01
      1645   -0.3005498525E+01   -0.2333262783E+01    0.7010450452E+01
      1646   -0.1252226808E+00   -0.9242714638E+00    0.2011394358E+01
      1647   -0.1474512522E+01   -0.1965836334E+01    0.5706833174E+01
      1648   -0.2011180753E+01   -0.1891498381E+01    0.5443084496E+01
      1649   -0.9225262836E+00   -0.1234308512E+01    0.3111395878E+01
      1650   -0.3159174444E+01   -0.2980545103E+01    0.9306987401E+01
      1651   -0.1837717360E+01   -0.1918717782E+01    0.5539658059E+01
      1652   -0.2717461932E+01   -0.3035877423E+01    0.9503304701E+01
      1653   -0.3332244239E+01   -0.3221727626E+01    0.1016269527E+02
      1654   -0.8015308844E+00   -0.1269066123E+01    0.3234714771E+01
      1655   -0.1659611422E+01   -0.1820491888E+01    0.5191155731E+01
      1656   -0.1698830994E+01   -0.1715697573E+01    0.4819348858E+01
      1657   -0.1514753557E+01   -0.1723774520E+01    0.4848005606E+01
      1658   -0.1558522740E+01   -0.1612628898E+01    0.4453664498E+01
      1659   -0.2713079122E+01   -0.1833013916E+01    0.5235583485E+01
      1660   -0.2075178935E+01   -0.1603785284E+01    0.4422287637E+01
      1661   -0.1640972082E+01   -0.2052910230E+01    0.6015768567E+01
      1662   -0.1664338231E+01   -0.2044077213E+01    0.5984429305E+01
      1663   -0.2197602827E+01   -0.2118568585E+01    0.6248722310E+01
      1664   -0.1408131194E+01   -0.1541079664E+01    0.4199810104E+01
      1665   -0.2717737720E+01   -0.2503211422E+01    0.7613422781E+01
      1666   -0.2755800686E+01   -0.3121842533E+01    0.9808306158E+01
      1667   -0.2806392325E+01   -0.2437072280E+01    0.7378763222E+01
      1668   -0.1791179820E+01   -0.1281645659E+01    0.3279346563E+01
      1669   -0.2523171429E+01   -0.2424983381E+01    0.7335872196E+01
      1670   -0.2486812191E+01   -0.1999155090E+01    0.5825047053E+01
      1671   -0.2112640714E+01   -0.2049247335E+01    0.6002772733E+01
      1672   -0.2416427876E+01   -0.1745053069E+01    0.4923501216E+01
      1673   -0.2372589606E+01   -0.1881306732E+01    0.5406924849E+01
      1674   -0.2110472352E+01   -0.1806695041E+01    0.5142204961E+01
      1675   -0.2053650469E+01   -0.1759586833E+01    0.4975066546E+01
      1676   -0.2385049615E+01   -0.1757008273E+01    0.4965917899E+01
      1677   -0.2015712996E+00   -0.4254428023E+00    0.2415662367E+00
      1678   -0.2293296809E+01   -0.1802532903E+01    0.5127437826E+01
      1679   -0.1659621343E+01   -0.1820474385E+01    0.5191093632E+01
      1680   -0.1235452462E+01   -0.1071445356E+01    0.2533562617E+01
      1681   -0.2947711221E+01   -0.2857042860E+01    0.8868805397E+01
      1682   -0.1712586426E+01   -0.1697636867E+01    0.4755270048E+01
      1683   -0.1621092610E+01   -0.1700098226E+01    0.4764002873E+01
      1684   -0.1260405623E+01   -0.1899358484E+01    0.5470971890E+01
      1685   -0.1299221473E+01   -0.1891846099E+01    0.5444318186E+01
      1686   -0.2010523525E+01   -0.2033025173E+01    0.5945217023E+01
      1687   -0.2090780304E+01   -0.2402431807E+01    0.7255859933E+01
      1688   -0.1193643629E+01   -0.1164839695E+01    0.2864922740E+01
      1689   -0.1152437059E+01   -0.1177052140E+01    0.2908252106E+01
      1690   -0.2000872576E+01   -0.1854941661E+01    0.5313382422E+01
      1691   -0.3515888165E+01   -0.2890910621E+01    0.8988967127E+01
      1692   -0.2921875536E+01   -0.2406801846E+01    0.7271364693E+01
      1693   -0.1369362950E+01   -0.2082445910E+01    0.6120560215E+01
      1694   -0.1100202608E+01   -0.1484359526E+01    0.3998568873E+01
      1695   -0.8832471742E+00   -0.1329978507E+01    0.3450829960E+01
      1696   -0.9320133392E+00   -0.1221153020E+01    0.3064720614E+01
      1697   -0.8297065583E+00   -0.1153692138E+01    0.2825371567E+01
      1698   -0.5018855558E+00   -0.1041388070E+01    0.2426920326E+01
      1699   -0.2642453033E+01   -0.2864012715E+01    0.8893534216E+01
      1700   -0.2715611803E+01   -0.2171202279E+01    0.6435464972E+01
      1701   -0.1074864760E+01   -0.1447577878E+01    0.3868068762E+01
      1702   -0.9772538391E+00   -0.1349817610E+01    0.3521218461E+01
      1703   -0.1784350248E+01   -0.2005506888E+01    0.5847583028E+01
      1704   -0.8416884320E+00   -0.8300238682E+00    0.1677006906E+01
      1705   -0.3076134049E+01   -0.2337266152E+01    0.7024654275E+01
      1706   -0.2179696618E+01   -0.1785100783E+01    0.5065589225E+01
      1707   -0.2160138544E+01   -0.1763812551E+01    0.4990059257E+01
      1708   -0.1163994132E+01   -0.1149190930E+01    0.2809401422E+01
      1709   -0.5578265646E+00   -0.8090909761E+00    0.1602737675E+01
      1710   -0.2230228363E+01   -0.1839609912E+01    0.5258985867E+01
      1711   -0.1680050807E+01   -0.1548510015E+01    0.4226172752E+01
      1712   -0.2044777685E+01   -0.1715129693E+01    0.4817334037E+01
      1713   -0.1866009505E+01   -0.1502034420E+01    0.4061278829E+01
      1714   -0.1349639565E+01   -0.1724268371E+01    0.4849757773E+01
      1715   -0.1439110231E+01   -0.2070833199E+01    0.6079358687E+01
      1716   -0.1204118694E+01   -0.1342690844E+01    0.3495932923E+01
      1717   -0.6539746825E+00   -0.9320805517E+00    0.2039100752E+01
      1718   -0.6545357212E+00   -0.9308467094E+00    0.2034723119E+01
      1719   -0.8475922169E+00   -0.9242133201E+00    0.2011188066E+01
      1720   -0.5841711231E+00   -0.9596476742E+00    0.2136908020E+01
      1721   -0.3337576818E+01   -0.3770223838E+01    0.1210874227E+02
      1722   -0.3362354624E+01   -0.3773515883E+01    0.1212042234E+02
      1723   -0.3355175785E+01   -0.3762211376E+01    0.1208031431E+02
      1724   -0.3342270438E+01   -0.3751821104E+01    0.1204344996E+02
      1725   -0.2496844592E+01   -0.2300502726E+01    0.6894218816E+01
      1726   -0.2608746548E+01   -0.2265309934E+01    0.6769355918E+01
      1727   -0.1775443062E+01   -0.1738614504E+01    0.4900657394E+01
      1728   -0.2080932794E+01   -0.1609052834E+01    0.4440976736E+01
      1729   -0.1081791600E+01   -0.1883374261E+01    0.5414260378E+01
      1730   -0.2702141494E+01   -0.1949515019E+01    0.5648925668E+01
      1731   -0.1198478310E+01   -0.1919450224E+01    0.5542256740E+01
      1732   -0.2150044272E+01   -0.2519647840E+01    0.7671738666E+01
      1733   -0.2534506502E+01   -0.1998830842E+01    0.5823896629E+01
      1734   -0.1008672798E+01   -0.1211754043E+01    0.3031373346E+01
      1735   -0.8041473254E+00   -0.9789238679E+00    0.2205299338E+01
      1736   -0.1439103223E+01   -0.2070836348E+01    0.6079369859E+01
      1737   -0.1481473317E+01   -0.1440725495E+01    0.3843756726E+01
      1738   -0.2765170051E+01   -0.2465375716E+01    0.7479182909E+01
      1739   -0.2514510573E+01   -0.3031618563E+01    0.9488194400E+01
      1740   -0.2646464540E+01   -0.2433019865E+01    0.7364385383E+01
      1741   -0.3460811064E+01   -0.3470471035E+01    0.1104522892E+02
      1742   -0.3480620385E+01   -0.3482079118E+01    0.1108641403E+02
      1743   -0.3488389588E+01   -0.3100760792E+01    0.9733508814E+01
      1744   -0.3508031928E+01   -0.3110296542E+01    0.9767341352E+01
      1745   -0.3246412244E+01   -0.3346781937E+01    0.1060638396E+02
      1746   -0.2470534365E+01   -0.1980049454E+01    0.5757260866E+01
      1747   -0.2756217341E+01   -0.2866147533E+01    0.8901108483E+01
      1748   -0.7270782153E+00   -0.1377573060E+01    0.3619693908E+01
      1749   -0.1865206934E+01   -0.2255264327E+01    0.6733714426E+01
      1750   -0.1025081336E+00   -0.6045838921E+00    0.8771530883E+00
      1751   -0.7614888550E+00   -0.1223323797E+01    0.3072422462E+01
      1752   -0.2853715946E+01   -0.2843344093E+01    0.8820202609E+01
      1753   -0.2995250677E+01   -0.2223284111E+01    0.6620249642E+01
      1754   -0.2263597496E+01   -0.1791868386E+01    0.5089600462E+01
      1755   -0.7167027847E+00   -0.9032849230E+00    0.1936934783E+01
      1756   -0.8850058217E+00   -0.7335089511E+00    0.1334575070E+01
      1757   -0.1207737840E+01   -0.1509322130E+01    0.4087135390E+01
      1758   -0.1097546083E+01   -0.1431509013E+01    0.3811056943E+01
      1759   -0.3081562601E+01   -0.3073355496E+01    0.9636275703E+01
      1760   -0.1624538479E+01   -0.1523408392E+01    0.4137112998E+01
      1761   -0.1422852088E+01   -0.1791983609E+01    0.5090009270E+01
      1762   -0.1077559170E+01   -0.1178077436E+01    0.2911889821E+01
      1763   -0.1050944232E+01   -0.1195312838E+01    0.2973040478E+01
      1764   -0.8247561733E+00   -0.7337580151E+00    0.1335458741E+01
      1765   -0.9160311825E+00   -0.6405596685E+00    0.1004793991E+01
      1766   -0.1454668112E+01   -0.1833157362E+01    0.5236092428E+01
      1767   -0.7960356771E+00   -0.1047474619E+01    0.2448515210E+01
      1768   -0.2402533354E+01   -0.1419458235E+01    0.3768301168E+01
      1769   -0.1361165809E+01   -0.1144167323E+01    0.2791577827E+01
      1770   -0.2159143054E+01   -0.1516220103E+01    0.4111609179E+01
      1771   -0.2338602198E+01   -0.1628741653E+01    0.4510832036E+01
      1772   -0.1693482599E+01   -0.1366569858E+01    0.3580654900E+01
      1773   -0.1669451048E+01   -0.1378363454E+01    0.3622498200E+01
      1774   -0.2386716435E+01   -0.1941566696E+01    0.5620725274E+01
      1775   -0.1497383742E+01   -0.1429235352E+01    0.3802990068E+01
      1776   -0.1399737949E+01   -0.1161150755E+01    0.2851834500E+01
      1777   -0.1399442914E+01   -0.1161568758E+01    0.2853317562E+01
      1778   -0.1975960128E+01   -0.2323884297E+01    0.6977175882E+01
      1779   -0.2637510151E+01   -0.2724100417E+01    0.8397129863E+01
      1780   -0.7137360734E+00   -0.1104778463E+01    0.2651827413E+01
      1781   -0.4251639005E+00   -0.9730620216E+00    0.2184501695E+01
      1782   -0.6475289643E+00   -0.8795759895E+00    0.1852816246E+01
      1783   -0.2846807508E+00   -0.6813044919E+00    0.1149355320E+01
      1784   -0.2356973241E+01   -0.2240823825E+01    0.6682479988E+01
      1785   -0.1543842859E+01   -0.1292368902E+01    0.3317392284E+01
      1786   -0.2043210412E+01   -0.1949934641E+01    0.5650414476E+01
      1787   -0.1640204491E+01   -0.1942620806E+01    0.5624465224E+01
      1788   -0.2305077961E+01   -0.1539327166E+01    0.4193592299E+01
      1789   -0.1389767207E+01   -0.1763025053E+01    0.4987265241E+01
      1790   -0.3517011941E+01   -0.2420965794E+01    0.7321617926E+01
      1791   -0.3076949497E+01   -0.2207677009E+01    0.6564876144E+01
      1792   -0.4882117578E+00   -0.4319820191E+00    0.2647671686E+00
      1793   -0.9137213439E+00   -0.1198645724E+01    0.2984865451E+01
      1794   -0.2748515049E+01   -0.2855740300E+01    0.8864183955E+01
      1795   -0.1350321844E+01   -0.1932880638E+01    0.5589907417E+01
      1796   -0.5797143235E+00   -0.8001660587E+00    0.1571072354E+01
      1797   -0.1819221042E+01   -0.2174294463E+01    0.6446435940E+01
      1798   -0.1858006155E+01   -0.2183632189E+01    0.6479565894E+01
      1799   -0.1135999349E+01   -0.1675832745E+01    0.4677909724E+01
      1800   -0.1173518815E+01   -0.1687576666E+01    0.4719576780E+01
      1801   -0.2014521228E+01   -0.2217283856E+01    0.6598960930E+01
      1802   -0.2059938928E+01   -0.2222547368E+01    0.6617635701E+01
      1803   -0.1025183115E+01   -0.1487579154E+01    0.4009992008E+01
      1804   -0.1328331424E+01   -0.1753387300E+01    0.4953070800E+01
      1805   -0.8192486244E+00   -0.1462464323E+01    0.3920885392E+01
      1806   -0.1297263514E+01   -0.1491781454E+01    0.4024901635E+01
      1807   -0.8126012178E+00   -0.1268826002E+01    0.3233862830E+01
      1808   -0.1302536163E+01   -0.1632368750E+01    0.4523700861E+01
      1809   -0.3436964827E+00   -0.5534006413E+00    0.6955565528E+00
      1810   -0.1194703225E+01   -0.1723638479E+01    0.4847522936E+01
      1811   -0.1145307871E+01   -0.1620480179E+01    0.4481520591E+01
      1812   -0.8873752061E+00   -0.1134660343E+01    0.2757847367E+01
      1813   -0.2458459654E+01   -0.2137986332E+01    0.6317615855E+01
      1814   -0.1791463692E+01   -0.2178723041E+01    0.6462148393E+01
      1815   -0.2291076756E+01   -0.1677647947E+01    0.4684350000E+01
      1816   -0.2575544274E+01   -0.2886369016E+01    0.8972853657E+01
      1817   -0.1394953736E+01   -0.1761941556E+01    0.4983421027E+01
      1818   -0.2736245148E+01   -0.2656378793E+01    0.8156855708E+01
      1819   -0.3172410539E+01   -0.2644143511E+01    0.8113445320E+01
      1820   -0.2183692227E+01   -0.2144210143E+01    0.6339697736E+01
      1821   -0.1230004146E+01   -0.1391339349E+01    0.3668536261E+01
      1822   -0.1903884027E+01   -0.1492369691E+01    0.4026988680E+01
      1823   -0.1992138379E+01   -0.2009984045E+01    0.5863467839E+01
      1824   -0.9599711881E+00   -0.2053129676E+01    0.6016547154E+01
      1825   -0.2155824911E+01   -0.1622072660E+01    0.4487170664E+01
      1826   -0.2188248069E+01   -0.1630094018E+01    0.4515630185E+01
      1827   -0.1710903843E+01   -0.1847451310E+01    0.5286806899E+01
      1828   -0.1952952034E+01   -0.1530444126E+01    0.4162075557E+01
      1829   -0.3185098841E+01   -0.3473347163E+01    0.1105543333E+02
      1830   -0.6014984775E+00   -0.6212513159E+00    0.9362885742E+00
      1831   -0.2531099230E+01   -0.2816886983E+01    0.8726333630E+01
      1832   -0.2502246281E+01   -0.2879929363E+01    0.8950005976E+01
      1833   -0.2084297277E+01   -0.2559037004E+01    0.7811490160E+01
      1834   -0.2513217360E+01   -0.2864286493E+01    0.8894505573E+01
      1835   -0.2514039089E+01   -0.2863532560E+01    0.8891830643E+01
      1836   -0.2598714223E+01   -0.3158533822E+01    0.9938485678E+01
      1837   -0.2824353349E+01   -0.3463243619E+01    0.1101958628E+02
      1838   -0.2803307363E+01   -0.3454484487E+01    0.1098850916E+02
      1839   -0.1622648258E+01   -0.1767230004E+01    0.5002184272E+01
      1840   -0.2269785827E+01   -0.1846807381E+01    0.5284522257E+01
      1841   -0.1820781833E+01   -0.1994438249E+01    0.5808311850E+01
      1842   -0.3018039039E+01   -0.2108480467E+01    0.6212929991E+01
      1843   -0.1434098511E+01   -0.1756492654E+01    0.4964088498E+01
      1844   -0.2678081022E+01   -0.2107603535E+01    0.6209818664E+01
      1845   -0.2466919876E+01   -0.2261703612E+01    0.6756560802E+01
      1846   -0.1432174127E+01   -0.1827430431E+01    0.5215773459E+01
      1847   -0.2053961771E+01   -0.2081828755E+01    0.6118370569E+01
      1848   -0.2088049566E+01   -0.2359078228E+01    0.7102042823E+01
      1849   -0.2280098529E+01   -0.3505144242E+01    0.1116824835E+02
      1850   -0.7812060227E+00   -0.2056155755E+01    0.6027283587E+01
      1851   -0.1488072273E+01   -0.1170753619E+01    0.2885905152E+01
      1852   -0.1329561078E+01   -0.1372034923E+01    0.3600044777E+01
      1853   -0.9835733413E+00   -0.1219694804E+01    0.3059546910E+01
      1854   -0.1305209200E+01   -0.1767204433E+01    0.5002093547E+01
      1855   -0.1129383356E+01   -0.1223198776E+01    0.3071978890E+01
      1856   -0.2484800280E+01   -0.2401517474E+01    0.7252615909E+01
      1857   -0.1903242168E+01   -0.1666087588E+01    0.4643334219E+01
      1858   -0.2311810969E+01   -0.1897097679E+01    0.5462950624E+01
      1859   -0.1921604099E+01   -0.2522021798E+01    0.7680161393E+01
      1860   -0.3094401228E+01   -0.2666761435E+01    0.8193692992E+01
      1861   -0.1823648045E+01   -0.1947210695E+01    0.5640750000E+01
      1862   -0.1556443008E+01   -0.1273515213E+01    0.3250500000E+01
      1863   -0.1215988092E+01   -0.1075514554E+01    0.2548000000E+01
      1864   -0.2380868463E+01   -0.2141076745E+01    0.6328580540E+01
      1865   -0.2461498785E+01   -0.2120007865E+01    0.6253828828E+01
      1866   -0.1972118900E+01   -0.1879848033E+01    0.5401749432E+01
      1867   -0.1454345977E+01   -0.1934532981E+01    0.5595769879E+01
      1868   -0.1765681891E+01   -0.1219186487E+01    0.3057743420E+01
      1869   -0.1954451643E+01   -0.2025904650E+01    0.5919953634E+01
      1870   -0.1904707787E+01   -0.1845428949E+01    0.5279631624E+01
      1871   -0.1663499306E+01   -0.1191985107E+01    0.2961233794E+01
      1872   -0.2416532990E+01   -0.3729002107E+01    0.1196248889E+02
      1873   -0.2397869015E+01   -0.3729002107E+01    0.1196248889E+02
      1874   -0.2467653521E+01   -0.2184217597E+01    0.6481642902E+01
      1875   -0.1072843291E+01   -0.1324485639E+01    0.3431341439E+01
      1876   -0.1584356983E+01   -0.1703646126E+01    0.4776590708E+01
      1877   -0.1400492393E+01   -0.1747446744E+01    0.4931993900E+01
      1878   -0.1827908480E+01   -0.1862509194E+01    0.5340231788E+01
      1879   -0.2763779431E+01   -0.2884510797E+01    0.8966260757E+01
      1880   -0.2313601235E+01   -0.2165454819E+01    0.6415073166E+01
      1881   -0.2429348975E+01   -0.2260169340E+01    0.6751117254E+01
      1882   -0.2745847730E+01   -0.2688912321E+01    0.8272283624E+01
      1883   -0.2135549011E+01   -0.1891966819E+01    0.5444746498E+01
      1884   -0.6014992162E+00   -0.6214200539E+00    0.9368872512E+00
      1885   -0.1976781507E+01   -0.2188327061E+01    0.6496223148E+01
      1886   -0.9589478417E+00   -0.1295429904E+01    0.3328252620E+01
      1887   -0.7707396258E+00   -0.2081623932E+01    0.6117643863E+01
      1888   -0.2579468552E+01   -0.2634062207E+01    0.8077677178E+01
      1889   -0.2579458612E+01   -0.2634062194E+01    0.8077677132E+01
      1890   -0.2579461590E+01   -0.2634062203E+01    0.8077677164E+01
      1891   -0.2579457956E+01   -0.2634062207E+01    0.8077677178E+01
      1892   -0.2479519936E+01   -0.1878562617E+01    0.5397188817E+01
      1893   -0.2476870714E+01   -0.1763171083E+01    0.4987783349E+01
      1894   -0.3353059610E+01   -0.3239938315E+01    0.1022730621E+02
      1895   -0.2403915144E+01   -0.2086930262E+01    0.6136470551E+01
      1896   -0.2372788310E+01   -0.1946305604E+01    0.5637538769E+01
      1897   -0.2706384359E+01   -0.2189966941E+01    0.6502041389E+01
      1898   -0.2706384357E+01   -0.2189966941E+01    0.6502041389E+01
      1899   -0.2179644974E+01   -0.2333096583E+01    0.7009860779E+01
      1900   -0.2160780558E+01   -0.2320304721E+01    0.6964475663E+01
      1901   -0.2058214034E+01   -0.2278154051E+01    0.6814926432E+01
      1902   -0.2066027127E+01   -0.2279015249E+01    0.6817981936E+01
      1903   -0.2079696489E+01   -0.2293040241E+01    0.6867742160E+01
      1904   -0.2273761089E+01   -0.2678559839E+01    0.8235553349E+01
      1905   -0.2276160852E+01   -0.2678107268E+01    0.8233947644E+01
      1906   -0.3334368081E+01   -0.2623337126E+01    0.8039624933E+01
      1907   -0.1414813063E+01   -0.1829944285E+01    0.5224692534E+01
      1908   -0.2485622916E+01   -0.2099867478E+01    0.6182371382E+01
      1909   -0.2069160188E+01   -0.8834797510E+00    0.1866666667E+01
      1910   -0.1573619925E+01   -0.1053572417E+01    0.2470150000E+01
      1911   -0.2746117640E+01   -0.1897830317E+01    0.5465550000E+01
      1912   -0.3143426269E+01   -0.3156467683E+01    0.9931155082E+01
      1913   -0.2617798333E+01   -0.2508102348E+01    0.7630775628E+01
      1914   -0.2808179718E+01   -0.3008281219E+01    0.9405394252E+01
      1915   -0.1964815787E+01   -0.1997943960E+01    0.5820750000E+01
      1916   -0.3302174048E+01   -0.2576797039E+01    0.7874502195E+01
      1917   -0.1764923418E+01   -0.1699103666E+01    0.4760474207E+01
      1918   -0.3197676554E+01   -0.2685942123E+01    0.8261745459E+01
      1919   -0.2308486530E+01   -0.2592135002E+01    0.7928920796E+01
      1920   -0.2637256054E+01   -0.3143326255E+01    0.9884529714E+01
      1921   -0.2655891379E+01   -0.3160822163E+01    0.9946604636E+01
      1922   -0.2963840722E+01   -0.2387479418E+01    0.7202809335E+01
      1923   -0.2495351262E+01   -0.1790892570E+01    0.5086138299E+01
      1924   -0.1282463080E+01   -0.1745584067E+01    0.4925385180E+01
      1925   -0.1264809705E+01   -0.1481902463E+01    0.3989851292E+01
      1926   -0.1527578006E+01   -0.1838216527E+01    0.5254042184E+01
      1927   -0.1347605569E+01   -0.1640398017E+01    0.4552188443E+01
      1928   -0.1586291065E+01   -0.1594691886E+01    0.4390024553E+01
      1929   -0.2039437407E+01   -0.2236977503E+01    0.6668833358E+01
      1930   -0.1529066216E+01   -0.1608628170E+01    0.4439470043E+01
      1931   -0.1320986368E+01   -0.1186248559E+01    0.2940880704E+01
      1932   -0.1506039224E+01   -0.1833557435E+01    0.5237511872E+01
      1933   -0.1062831841E+01   -0.1228703868E+01    0.3091510783E+01
      1934   -0.3254177270E+01   -0.2517504473E+01    0.7664134069E+01
      1935   -0.2189234255E+01   -0.2006876630E+01    0.5852442827E+01
      1936   -0.2311815825E+01   -0.1897097513E+01    0.5462950037E+01
      1937   -0.2499444237E+01   -0.2622243243E+01    0.8035743872E+01
      1938   -0.2507488241E+01   -0.2888058695E+01    0.8978848585E+01
      1939   -0.1927329318E+01   -0.2404361790E+01    0.7262707452E+01
      1940   -0.3547301619E+01   -0.2413130442E+01    0.7293818347E+01
      1941   -0.2194668335E+01   -0.1958322491E+01    0.5680174299E+01
      1942   -0.2288882362E+01   -0.1805728034E+01    0.5138774048E+01
      1943   -0.1685456787E+01   -0.1584657645E+01    0.4354423387E+01
      1944   -0.2077994092E+01   -0.2126998171E+01    0.6278630211E+01
      1945   -0.7322360455E+00   -0.1125693983E+01    0.2726035006E+01
      1946   -0.3325631378E+01   -0.2704185622E+01    0.8326472809E+01
      1947   -0.3391700328E+01   -0.2229033020E+01    0.6640646590E+01
      1948   -0.1363407385E+01   -0.1581631405E+01    0.4343686384E+01
      1949   -0.2354119611E+01   -0.2374376689E+01    0.7156321272E+01
      1950   -0.3028646208E+00   -0.5722696857E+00    0.7625033183E+00
      1951   -0.2833098725E+01   -0.2927056360E+01    0.9117211051E+01
      1952   -0.2146655127E+00   -0.7321082231E+00    0.1329605332E+01
      1953   -0.1471326791E+01   -0.2073472253E+01    0.6088721966E+01
      1954   -0.1476193531E+01   -0.1856814867E+01    0.5320028499E+01
      1955   -0.8941217752E+00   -0.1074987873E+01    0.2546131352E+01
      1956   -0.2068324139E+01   -0.1878334136E+01    0.5396378174E+01
      1957   -0.3913163173E+00   -0.6749104872E+00    0.1126669596E+01
      1958   -0.1514543427E+01   -0.1043618808E+01    0.2434834913E+01
      1959   -0.3150103070E+01   -0.3129650657E+01    0.9836009132E+01
      1960   -0.2032852168E+01   -0.2356621183E+01    0.7093325306E+01
      1961   -0.1779126307E+01   -0.1790479473E+01    0.5084672642E+01
      1962   -0.4807448495E+00   -0.1090044945E+01    0.2599553361E+01
      1963   -0.2470841838E+01   -0.2820362145E+01    0.8738663392E+01
      1964   -0.8007510029E+00   -0.6836012691E+00    0.1157504212E+01
      1965   -0.1635542663E+01   -0.1893569735E+01    0.5450433594E+01
      1966   -0.2517680857E+01   -0.1966306443E+01    0.5708501103E+01
      1967   -0.2887874675E+01   -0.2181075738E+01    0.6470495686E+01
      1968   -0.2218151044E+01   -0.1183787797E+01    0.2932150000E+01
      1969   -0.1550070387E+01   -0.1494932078E+01    0.4036079947E+01
      1970   -0.1564702831E+01   -0.1705355286E+01    0.4782654753E+01
      1971   -0.1923276639E+01   -0.1696120498E+01    0.4749890020E+01
      1972   -0.2750891096E+01   -0.2868418183E+01    0.8909164676E+01
      1973   -0.1720568634E+01   -0.2018311033E+01    0.5893011726E+01
      1974   -0.2679576785E+01   -0.2165021578E+01    0.6413536042E+01
      1975   -0.4683643476E+00   -0.6072722849E+00    0.8866914199E+00
      1976   -0.3348577087E+00   -0.6822037565E+00    0.1152545882E+01
      1977   -0.1745093867E+00   -0.4099898607E+00    0.1867396947E+00
      1978   -0.1067574658E+01   -0.1196566425E+01    0.2977488162E+01
      1979   -0.1486928274E+01   -0.1896956246E+01    0.5462448827E+01
      1980   -0.2718450853E+01   -0.2579557681E+01    0.7884296863E+01
      1981   -0.2015328355E+01   -0.1553243715E+01    0.4242967770E+01
      1982   -0.1977312312E+01   -0.2159545751E+01    0.6394107983E+01
